#date,category,value
03/10/2019,Water,-22.10
02/10/2019,Toys & Electronics,109.7
02/10/2019,Toys & Electronics,-4.7
02/10/2019,Food & Drinks,-4.82
02/10/2019,Food & Drinks,-2.07
01/10/2019,Friends & Family,24.78
01/10/2019,Appartment,-40
01/10/2019,Food & Drinks,-2.35
01/10/2019,Toys & Electronics,-5.99
01/10/2019,Friends & Family,350
30/09/2019,Appartment,-280.01
30/09/2019,Food & Drinks,-5.72
29/09/2019,Food & Drinks,-2.74
28/09/2019,Food & Drinks,-4.96
27/09/2019,Work,1915.74
27/09/2019,Food & Drinks,-4.45
27/09/2019,Food & Drinks,-2.84
26/09/2019,Food & Drinks,-17.72
26/09/2019,Food & Drinks,-3.39
26/09/2019,Friends & Family,10
26/09/2019,Food & Drinks,-5.2
25/09/2019,Food & Drinks,-5.83
24/09/2019,Food & Drinks,-0.69
23/09/2019,Food & Drinks,-4.74
23/09/2019,Food & Drinks,-1.45
22/09/2019,Food & Drinks,-3.5
22/09/2019,Food & Drinks,-6.7
22/09/2019,Entertainment,-12
22/09/2019,Food & Drinks,-10
22/09/2019,Food & Drinks,-5.1
21/09/2019,Food & Drinks,-4.72
20/09/2019,Food & Drinks,-4.64
19/09/2019,Food & Drinks,-5.11
19/09/2019,Food & Drinks,-25.08
18/09/2019,Food & Drinks,-2.16
18/09/2019,Food & Drinks,-1.45
17/09/2019,Food & Drinks,-2.88
16/09/2019,Internet,-24.95
16/09/2019,Food & Drinks,-13.18
16/09/2019,Garbage & Recycling,-42.5
15/09/2019,Friends & Family,25
15/09/2019,Food & Drinks,-12.7
14/09/2019,Food & Drinks,-4.03
14/09/2019,Food & Drinks,-1.63
14/09/2019,Food & Drinks,-3.06
13/09/2019,Food & Drinks,-5.26
12/09/2019,Food & Drinks,-3.91
12/09/2019,Food & Drinks,-9.71
12/09/2019,Appartment,-2.49
11/09/2019,Food & Drinks,-3.06
10/09/2019,Food & Drinks,-3.48
10/09/2019,Toys & Electronics,60
10/09/2019,Electricity,-147
09/09/2019,Food & Drinks,-2.88
07/09/2019,Appartment,-4.95
07/09/2019,Food & Drinks,-3.08
07/09/2019,Food & Drinks,-18.55
07/09/2019,Friends & Family,35
07/09/2019,Food & Drinks,-10.4
07/09/2019,Toys & Electronics,4
06/09/2019,Work,54
06/09/2019,Food & Drinks,-1.47
06/09/2019,Food & Drinks,-4.19
05/09/2019,Food & Drinks,-7.5
04/09/2019,Food & Drinks,-2.74
04/09/2019,Food & Drinks,-2.16
03/09/2019,Food & Drinks,-10.57
03/09/2019,Food & Drinks,-2.71
02/09/2019,Appartment,-40
02/09/2019,Friends & Family,24.78
02/09/2019,Food & Drinks,-1.5
02/09/2019,Food & Drinks,-0.87
01/09/2019,Friends & Family,350
01/09/2019,Food & Drinks,-4.44
31/08/2019,Food & Drinks,-8.84
31/08/2019,Friends & Family,60
31/08/2019,Food & Drinks,-12.4
30/08/2019,Appartment,-281.56
30/08/2019,Food & Drinks,-7.37
29/08/2019,Work,1912.75
29/08/2019,Food & Drinks,-7.65
28/08/2019,Food & Drinks,-5.63
27/08/2019,Toys & Electronics,10
27/08/2019,Garbage & Recycling,-42.5
27/08/2019,Food & Drinks,-2.72
27/08/2019,Food & Drinks,-9.94
26/08/2019,Food & Drinks,-2.07
25/08/2019,Food & Drinks,-6.64
24/08/2019,Food & Drinks,-5.34
24/08/2019,Food & Drinks,-4.84
24/08/2019,Food & Drinks,-17
24/08/2019,Food & Drinks,-2.7
24/08/2019,Friends & Family,10
23/08/2019,Food & Drinks,-6.02
23/08/2019,Friends & Family,10
22/08/2019,Food & Drinks,-6.23
21/08/2019,Food & Drinks,-5.76
21/08/2019,Food & Drinks,-8.28
20/08/2019,Food & Drinks,-14.09
19/08/2019,Food & Drinks,-1.89
19/08/2019,Food & Drinks,-10.75
18/08/2019,Food & Drinks,-7.5
18/08/2019,Friends & Family,12.5
17/08/2019,Food & Drinks,-15.7
16/08/2019,Food & Drinks,-9.28
16/08/2019,Food & Drinks,-0.97
16/08/2019,Food & Drinks,-6.7
15/08/2019,Food & Drinks,-7.58
14/08/2019,Food & Drinks,-7.4
14/08/2019,Food & Drinks,-15.45
14/08/2019,Internet,-24.95
13/08/2019,Food & Drinks,-12.43
13/08/2019,Food & Drinks,-0.91
12/08/2019,Entertainment,-5
12/08/2019,Food & Drinks,-5.65
12/08/2019,Electricity,-147
11/08/2019,Food & Drinks,-4.79
10/08/2019,Friends & Family,50
10/08/2019,Food & Drinks,-8.06
10/08/2019,Entertainment,-48
10/08/2019,Food & Drinks,-13
10/08/2019,Friends & Family,13
10/08/2019,Food & Drinks,-4
09/08/2019,Food & Drinks,-10.53
09/08/2019,Food & Drinks,-21.03
09/08/2019,Taxes,-465.7
08/08/2019,Food & Drinks,-8.35
08/08/2019,Food & Drinks,-1.65
08/08/2019,Food & Drinks,-1.9
08/08/2019,Friends & Family,0.1
07/08/2019,Food & Drinks,-4.36
06/08/2019,Work,102
06/08/2019,Food & Drinks,-3.57
05/08/2019,Food & Drinks,-8.22
04/08/2019,Food & Drinks,-1.8
04/08/2019,Entertainment,-5.89
03/08/2019,Friends & Family,6.3
02/08/2019,Food & Drinks,-29.16
01/08/2019,Food & Drinks,-1.65
01/08/2019,Food & Drinks,-8.95
01/08/2019,Appartment,-40
01/08/2019,Friends & Family,24.78
01/08/2019,Toys & Electronics,11
01/08/2019,Friends & Family,350
31/07/2019,Appartment,-283.11
31/07/2019,Work,1904.02
31/07/2019,Food & Drinks,-7.88
30/07/2019,Food & Drinks,-5.47
29/07/2019,Toys & Electronics,50
29/07/2019,Food & Drinks,-4.42
29/07/2019,Toys & Electronics,14
28/07/2019,Entertainment,-5
28/07/2019,Food & Drinks,-2.18
27/07/2019,Food & Drinks,-6.8
27/07/2019,Friends & Family,10
26/07/2019,Food & Drinks,-43.16
26/07/2019,Food & Drinks,-2.08
25/07/2019,Food & Drinks,-1.10
25/07/2019,Food & Drinks,-21.74
24/07/2019,Food & Drinks,-14.6
23/07/2019,Food & Drinks,-6.19
22/07/2019,Food & Drinks,-5.07
21/07/2019,Food & Drinks,-6.19
21/07/2019,Entertainment,-0.89
20/07/2019,Friends & Family,7.4
19/07/2019,Food & Drinks,-16.56
18/07/2019,Garbage & Recycling,-99.49
18/07/2019,Food & Drinks,-35.53
17/07/2019,Food & Drinks,-3.74
17/07/2019,Toys & Electronics,105
16/07/2019,Entertainment,-9.50
16/07/2019,Food & Drinks,-7.3
15/07/2019,Internet,-24.95
15/07/2019,Food & Drinks,-4.37
14/07/2019,Food & Drinks,-8.41
13/07/2019,Food & Drinks,-14.4
13/07/2019,Food & Drinks,-3.2
13/07/2019,Entertainment,-25
13/07/2019,Friends & Family,35
12/07/2019,Food & Drinks,-44.94
12/07/2019,Electricity,-147
11/07/2019,Food & Drinks,-37.62
11/07/2019,Food & Drinks,-11.7
10/07/2019,Food & Drinks,-10.26
10/07/2019,Food & Drinks,-4.2
09/07/2019,Food & Drinks,-12
08/07/2019,Food & Drinks,-10.51
08/07/2019,Food & Drinks,-10.51
07/07/2019,Food & Drinks,-8.98
07/07/2019,Food & Drinks,-8.98
06/07/2019,Food & Drinks,-3.18
06/07/2019,Entertainment,-6.80
05/07/2019,Food & Drinks,-38.94
05/07/2019,Food & Drinks,-3.18
05/07/2019,Appartment,-2362.16
05/07/2019,Water,-95.23
04/07/2019,Food & Drinks,-13.09
04/07/2019,Entertainment,-53
04/07/2019,Entertainment,-5
04/07/2019,Food & Drinks,-1.59
04/07/2019,Work,90
03/07/2019,Toys & Electronics,0.2
03/07/2019,Food & Drinks,-4.78
03/07/2019,Food & Drinks,-10.5
02/07/2019,Toys & Electronics,-1.10
02/07/2019,Food & Drinks,-5.17
01/07/2019,Friends & Family,350
01/07/2019,Appartment,-40
01/07/2019,Friends & Family,24.78
01/07/2019,Toys & Electronics,2
01/07/2019,Food & Drinks,-4.26
01/07/2019,Entertainment,-6.8
30/06/2019,Food & Drinks,-4.9
29/06/2019,Food & Drinks,-0.8
29/06/2019,Toys & Electronics,150
29/06/2019,Friends & Family,10
29/06/2019,Entertainment,-6.8
28/06/2019,Food & Drinks,-38.95
28/06/2019,Friends & Family,50
28/06/2019,Friends & Family,-44.72
28/06/2019,Medical & Insurances,-45.36
28/06/2019,Appartment,-284.66
28/06/2019,Work,3277.12
28/06/2019,Work,-200
28/06/2019,Taxes,-35
27/06/2019,Food & Drinks,-3.69
26/06/2019,Food & Drinks,-7.14
24/06/2019,Toys & Electronics,5
23/06/2019,Entertainment,-6.80
23/06/2019,Entertainment,-8
21/06/2019,Food & Drinks,-69.59
19/06/2019,Entertainment,-6.80
19/06/2019,Food & Drinks,-1.49
17/06/2019,Internet,-24.95
16/06/2019,Food & Drinks,-9.38
16/06/2019,Entertainment,-6.80
15/06/2019,Food & Drinks,-4
14/06/2019,Food & Drinks,-22.99
14/06/2019,Food & Drinks,-42.70
13/06/2019,Food & Drinks,-1.39
13/06/2019,Entertainment,-6.80
13/06/2019,Toys & Electronics,250
11/06/2019,Food & Drinks,-12.36
11/06/2019,Electricity,-147
10/06/2019,Food & Drinks,-11.87
08/06/2019,Entertainment,-44
08/06/2019,Food & Drinks,-9.95
08/06/2019,Food & Drinks,-14.2
07/06/2019,Food & Drinks,-58
06/06/2019,Work,102
03/06/2019,Appartment,-40
03/06/2019,Friends & Family,24.78
01/06/2019,Friends & Family,600
01/06/2019,Friends & Family,350
29/05/2019,Appartment,-286.21
29/05/2019,Work,1944.03
21/05/2019,Medical & Insurances,-44.85
21/05/2019,Medical & Insurances,-101.33
15/05/2019,Internet,-24.95
13/05/2019,Electricity,-147
04/05/2019,Work,90
04/05/2019,Food & Drinks,-90
02/05/2019,Appartment,-40
02/05/2019,Friends & Family,24.78
30/04/2019,Appartment,-287.77
30/04/2019,Work,1951.25
23/04/2019,Toys & Electronics,19.7
12/04/2019,Internet,-24.95
11/04/2019,Toys & Electronics,30
11/04/2019,Toys & Electronics,-4.7
10/04/2019,Electricity,-147
10/04/2019,Toys & Electronics,12
08/04/2019,Toys & Electronics,17
08/04/2019,Toys & Electronics,25
08/04/2019,Toys & Electronics,-4.7
04/04/2019,Work,90
04/04/2019,Food & Drinks,-90
03/04/2019,Food & Drinks,-3.7
02/04/2019,Friends & Family,24.78
02/04/2019,Fitness,-69.90
01/04/2019,Taxes,5
01/04/2019,Appartment,-40
01/04/2019,Appartment,-50
01/04/2019,Appartment,-500
01/04/2019,Friends & Family,350
01/04/2019,Friends & Family,100
01/04/2019,Food & Drinks,-50
01/04/2019,Food & Drinks,-100
29/03/2019,Appartment,-289.32
28/03/2019,Work,1944.02
27/03/2019,Water,-95.23
26/03/2019,Medical & Insurances,-5.99
21/03/2019,Toys & Electronics,17.5
19/03/2019,Toys & Electronics,30
19/03/2019,Toys & Electronics,-4.7
15/03/2019,Internet,-24.95
13/03/2019,Electricity,-147
11/03/2019,Toys & Electronics,-10
08/03/2019,Toys & Electronics,45.4
06/03/2019,Toys & Electronics,15
06/03/2019,Toys & Electronics,15.4
06/03/2019,Toys & Electronics,-4.7
05/03/2019,Toys & Electronics,15.4
04/03/2019,Friends & Family,24.78
04/03/2019,Work,90
04/03/2019,Food & Drinks,-90
01/03/2019,Appartment,-40
01/03/2019,Fitness,-69.90
01/03/2019,Friends & Family,350
01/03/2019,Friends & Family,100
01/03/2019,Food & Drinks,-50
01/03/2019,Food & Drinks,-100
28/02/2019,Appartment,-290.88
28/02/2019,Work,1953.44
28/02/2019,Toys & Electronics,150
27/02/2019,Medical & Insurances,-52.00
14/02/2019,Medical & Insurances,40.00
14/02/2019,Internet,-24.95
14/02/2019,Toys & Electronics,-13
14/02/2019,Toys & Electronics,-29
12/02/2019,Toys & Electronics,30
11/02/2019,Electricity,-147
11/02/2019,Medical & Insurances,-51.16
07/02/2019,Taxes,-62.5
04/02/2019,Friends & Family,24.78
04/02/2019,Work,90
04/02/2019,Food & Drinks,-90
04/02/2019,Medical & Insurances,15.00
01/02/2019,Appartment,-40
01/02/2019,Fitness,-69.90
01/02/2019,Friends & Family,350
01/02/2019,Friends & Family,100
01/02/2019,Food & Drinks,-50
01/02/2019,Food & Drinks,-100
31/01/2019,Work,1944.02
31/01/2019,Toys & Electronics,40
31/01/2019,Toys & Electronics,40
30/01/2019,Appartment,-292.44
30/01/2019,Toys & Electronics,75
30/01/2019,Toys & Electronics,-4.7
29/01/2019,Toys & Electronics,11
29/01/2019,Toys & Electronics,-4.7
28/01/2019,Toys & Electronics,27
24/01/2019,Medical & Insurances,52.27
23/01/2019,Toys & Electronics,-4.7
18/01/2019,Toys & Electronics,-162.12
17/01/2019,Medical & Insurances,-22.92
15/01/2019,Internet,-24.95
10/01/2019,Electricity,-147
08/01/2019,Medical & Insurances,-85.80
07/01/2019,Electricity,68.24
04/01/2019,Work,90
04/01/2019,Food & Drinks,-90
02/01/2019,Appartment,-40
02/01/2019,Friends & Family,24.78
01/01/2019,Friends & Family,350
01/01/2019,Friends & Family,100
01/01/2019,Food & Drinks,-50
01/01/2019,Food & Drinks,-100
31/12/2018,Appartment,-294.00
31/12/2018,Water,-95.23
31/12/2018,Taxes,-0.15
28/12/2018,Work,3331.53
27/12/2018,Entertainment,-44
27/12/2018,Taxes,1753.08
21/12/2018,Food & Drinks,-284.45
17/12/2018,Toys & Electronics,14
13/12/2018,Internet,-24.95
12/12/2018,Entertainment,-40
11/12/2018,Electricity,-128
07/12/2018,Entertainment,-175
06/12/2018,Appartment,-117.63
03/12/2018,Fitness,-69.90
03/12/2018,Appartment,-40
03/12/2018,Friends & Family,24.78
03/12/2018,Toys & Electronics,-2110
30/11/2018,Appartment,-295.57
30/11/2018,Food & Drinks,-59.14
29/11/2018,Work,100
29/11/2018,Work,2174.08
24/11/2018,Toys & Electronics,-17.5
23/11/2018,Toys & Electronics,-65.5
15/11/2018,Internet,-24.95
12/11/2018,Electricity,-128
12/11/2018,Toys & Electronics,-100.05
12/11/2018,Food & Drinks,4.99
09/11/2018,Food & Drinks,-37.92
08/11/2018,Medical & Insurances,-59.96
06/11/2018,Medical & Insurances,-31.55
02/11/2018,Appartment,-40
02/11/2018,Friends & Family,24.78
01/11/2018,Fitness,-69.90
31/10/2018,Appartment,-297.13
31/10/2018,Work,2166.44
30/10/2018,Haircuts,-30
29/10/2018,Toys & Electronics,15
28/10/2018,Toys & Electronics,-20
24/10/2018,Appartment,-200
21/10/2018,Medical & Insurances,-35.58
18/10/2018,Toys & Electronics,15
12/10/2018,Internet,-24.95
11/10/2018,Electricity,-128
09/10/2018,Toys & Electronics,25.5
04/10/2018,Food & Drinks,-79.98
04/10/2018,Medical & Insurances,-29.95
03/10/2018,Toys & Electronics,55.5
02/10/2018,Friends & Family,24.78
01/10/2018,Water,-92.66
01/10/2018,Fitness,-69.90
01/10/2018,Appartment,-40
01/10/2018,Toys & Electronics,-15.99
01/10/2018,Taxes,1.70
28/09/2018,Appartment,-298.70
28/09/2018,Toys & Electronics,-8.46
28/09/2018,Work,1887.97
26/09/2018,Medical & Insurances,-100
14/09/2018,Medical & Insurances,-91.25
13/09/2018,Internet,-24.95
10/09/2018,Electricity,-128
05/09/2018,Toys & Electronics,-0.79
05/09/2018,Toys & Electronics,-1.41
04/09/2018,Food & Drinks,-35.38
03/09/2018,Fitness,-69.90
03/09/2018,Appartment,-40
03/09/2018,Friends & Family,24.78
31/08/2018,Appartment,-300.27
31/08/2018,Work,1881.84
31/08/2018,Medical & Insurances,-66.7
31/08/2018,Food & Drinks,-73.68
28/08/2018,Studies,-210
28/08/2018,Studies,-350
28/08/2018,Studies,-245
28/08/2018,Studies,-210
28/08/2018,Studies,-140
27/08/2018,Toys & Electronics,-1.21
23/08/2018,Studies,-280
22/08/2018,Toys & Electronics,-35
20/08/2018,Medical & Insurances,-56.27
20/08/2018,Medical & Insurances,-56.27
20/08/2018,Haircuts,-120
15/08/2018,Toys & Electronics,-52.99
14/08/2018,Internet,-24.95
13/08/2018,Toys & Electronics,-50.98
10/08/2018,Electricity,-128
09/08/2018,Medical & Insurances,-115
06/08/2018,Food & Drinks,-39.5
02/08/2018,Toys & Electronics,-451.33
02/08/2018,Friends & Family,24.78
01/08/2018,Fitness,-69.90
01/08/2018,Toys & Electronics,-9.95
01/08/2018,Appartment,-40
31/07/2018,Appartment,-301.84
31/07/2018,Work,1887.29
25/07/2018,Toys & Electronics,-451.33
25/07/2018,Medical & Insurances,19.43
24/07/2018,Taxes,-456.58
23/07/2018,Appartment,-150
16/07/2018,Internet,-24.95
16/07/2018,Toys & Electronics,-22.5
12/07/2018,Toys & Electronics,-2.29
11/07/2018,Electricity,-128
10/07/2018,Food & Drinks,4.99
10/07/2018,Toys & Electronics,-65
09/07/2018,Toys & Electronics,-50
09/07/2018,Food & Drinks,-48.98
06/07/2018,Toys & Electronics,-246.63
05/07/2018,Garbage & Recycling,-42.5
04/07/2018,Toys & Electronics,-36.75
03/07/2018,Friends & Family,24.78
03/07/2018,Medical & Insurances,-179.31
03/07/2018,Entertainment,-196.25
02/07/2018,Water,-95.48
02/07/2018,Fitness,-69.90
02/07/2018,Appartment,-40
02/07/2018,Clothes,-26.56
02/07/2018,Toys & Electronics,-35.8
29/06/2018,Appartment,-303.41
29/06/2018,Work,3251.03
29/06/2018,Toys & Electronics,45
28/06/2018,Toys & Electronics,-317
27/06/2018,Toys & Electronics,-94
26/06/2018,Taxes,-35
19/06/2018,Toys & Electronics,-109
15/06/2018,Toys & Electronics,-13.9
14/06/2018,Toys & Electronics,-50
13/06/2018,Internet,-24.95
11/06/2018,Electricity,-128
04/06/2018,Friends & Family,24.78
01/06/2018,Fitness,-69.90
01/06/2018,Appartment,-40
01/06/2018,Appartment,-1250
31/05/2018,Appartment,-304.98
31/05/2018,Work,1881.84
30/05/2018,Toys & Electronics,-38.9
26/05/2018,Toys & Electronics,-29
24/05/2018,Food & Drinks,-71.37
15/05/2018,Toys & Electronics,-50
14/05/2018,Electricity,-128
14/05/2018,Internet,-24.95
14/05/2018,Toys & Electronics,-50
10/05/2018,Toys & Electronics,-50
05/05/2018,Toys & Electronics,-372
04/05/2018,Food & Drinks,8
03/05/2018,Friends & Family,24.78
02/05/2018,Fitness,-69.90
02/05/2018,Appartment,-40
01/05/2018,Appartment,-659.4
30/04/2018,Appartment,-306.55
30/04/2018,Work,1842.62
29/04/2018,Entertainment,-84.94
23/04/2018,Toys & Electronics,-182.99
23/04/2018,Food & Drinks,44
21/04/2018,Toys & Electronics,-104.31
20/04/2018,Toys & Electronics,-50
20/04/2018,Food & Drinks,-109.2
19/04/2018,Toys & Electronics,-100
19/04/2018,Toys & Electronics,0.13
19/04/2018,Toys & Electronics,0.09
16/04/2018,Internet,-24.95
15/04/2018,Food & Drinks,-96.2
15/04/2018,Toys & Electronics,-119.7
10/04/2018,Electricity,-128
08/04/2018,Toys & Electronics,-864
08/04/2018,Entertainment,-161.55
08/04/2018,Toys & Electronics,-73.55
07/04/2018,Appartment,-322
06/04/2018,Appartment,-44.61
06/04/2018,Toys & Electronics,-349
06/04/2018,Food & Drinks,144
04/04/2018,Fitness,-69.90
04/04/2018,Friends & Family,24.78
03/04/2018,Appartment,-40
30/03/2018,Food & Drinks,-91.62
29/03/2018,Appartment,-308.13
29/03/2018,Water,-95.48
29/03/2018,Work,1737.74
22/03/2018,Food & Drinks,-236
21/03/2018,Garbage & Recycling,-129.49
20/03/2018,Food & Drinks,-48.23
14/03/2018,Food & Drinks,11
14/03/2018,Toys & Electronics,-39.99
13/03/2018,Electricity,-128
11/03/2018,Toys & Electronics,-88.95
11/03/2018,Toys & Electronics,-89.26
08/03/2018,Medical & Insurances,-51
06/03/2018,Food & Drinks,27.5
06/03/2018,Toys & Electronics,-178.5
06/03/2018,Toys & Electronics,-44.19
02/03/2018,Fitness,-69.90
02/03/2018,Internet,9.86
02/03/2018,Friends & Family,24.78
01/03/2018,Internet,-24.95
01/03/2018,Appartment,-40
01/03/2018,Food & Drinks,-45.75
28/02/2018,Medical & Insurances,-105
28/02/2018,Appartment,-309.71
28/02/2018,Work,1747.14
26/02/2018,Taxes,1788.14
26/02/2018,Appartment,-184
26/02/2018,Clothes,-99
22/02/2018,Toys & Electronics,-799
21/02/2018,Food & Drinks,-58.49
19/02/2018,Taxes,-53
15/02/2018,Toys & Electronics,-87.04
14/02/2018,Internet,-155.58
12/02/2018,Electricity,-128
09/02/2018,Internet,-27.8
08/02/2018,Food & Drinks,-44.96
07/02/2018,Appartment,-205.5
05/02/2018,Medical & Insurances,-162.68
05/02/2018,Taxes,-62.5
04/02/2018,Appartment,-138
02/02/2018,Friends & Family,24.78
02/02/2018,Entertainment,-175
02/02/2018,Entertainment,-150
01/02/2018,Medical & Insurances,-130.52
01/02/2018,Fitness,-69.90
01/02/2018,Appartment,-40
31/01/2018,Appartment,-311.29
30/01/2018,Work,1741.10
29/01/2018,Food & Drinks,-42.97
25/01/2018,Toys & Electronics,-17.99
24/01/2018,Haircuts,-30
23/01/2018,Toys & Electronics,12
22/01/2018,Toys & Electronics,44
21/01/2018,Toys & Electronics,-492.25
17/01/2018,Medical & Insurances,-76.20
17/01/2018,Toys & Electronics,-999
16/01/2018,Toys & Electronics,199.95
15/01/2018,Food & Drinks,-2205.73
14/01/2018,Medical & Insurances,-77.32
12/01/2018,Medical & Insurances,-98.1
10/01/2018,Electricity,-128
10/01/2018,Internet,-179
09/01/2018,Internet,-27.8
08/01/2018,Toys & Electronics,-69.95
07/01/2018,Medical & Insurances,-125.33
06/01/2018,Toys & Electronics,-167.02
03/01/2018,Friends & Family,24.78
02/01/2018,Medical & Insurances,-129.52
02/01/2018,Water,-95.48
02/01/2018,Fitness,-69.90
02/01/2018,Appartment,-40
02/01/2018,Toys & Electronics,-119
01/01/2018,Toys & Electronics,-287.04
29/12/2017,Appartment,-312.87
29/12/2017,Work,77.98
29/12/2017,Food & Drinks,-37.80
28/12/2017,Work,2634.23
28/12/2017,Toys & Electronics,19.00
21/12/2017,Appartment,-25.40
20/12/2017,Food & Drinks,-36.47
19/12/2017,Appartment,-115.30
19/12/2017,Toys & Electronics,-112.49
19/12/2017,Toys & Electronics,39.00
19/12/2017,Toys & Electronics,-199.95
15/12/2017,Food & Drinks,-54.31
15/12/2017,Toys & Electronics,12.00
15/12/2017,Toys & Electronics,3015.37
15/12/2017,Toys & Electronics,2876.92
14/12/2017,Toys & Electronics,56.00
11/12/2017,Electricity,-128.00
11/12/2017,Internet,-32.80
08/12/2017,Toys & Electronics,-77.98
07/12/2017,Toys & Electronics,-83.70
05/12/2017,Electricity,50.52
04/12/2017,Friends & Family,24.78
04/12/2017,Fitness,-69.90
04/12/2017,Food & Drinks,-48.34
03/12/2017,Medical & Insurances,-95.34
01/12/2017,Appartment,-40.00
01/12/2017,Food & Drinks,-112.34
30/11/2017,Appartment,-314.45
29/11/2017,Work,1691.90
24/11/2017,Food & Drinks,-69.81
22/11/2017,Toys & Electronics,-102.88
16/11/2017,Food & Drinks,8.46
15/11/2017,Food & Drinks,-91.19
10/11/2017,Electricity,-133.00
09/11/2017,Medical & Insurances,-127.15
09/11/2017,Internet,-27.80
08/11/2017,Toys & Electronics,-30.94
03/11/2017,Studies,-360.00
02/11/2017,Friends & Family,24.78
02/11/2017,Work,1691.90
02/11/2017,Appartment,-40.00
02/11/2017,Toys & Electronics,-99.74
01/11/2017,Fitness,-69.90
31/10/2017,Appartment,-316.04
27/10/2017,Food & Drinks,-101.55
25/10/2017,Medical & Insurances,-37.22
24/10/2017,Food & Drinks,24.00
23/10/2017,Medical & Insurances,-41.95
23/10/2017,Toys & Electronics,-19.00
20/10/2017,Toys & Electronics,-18.00
17/10/2017,Entertainment,-175.00
15/10/2017,Medical & Insurances,-120.73
15/10/2017,Medical & Insurances,-40.95
15/10/2017,Food & Drinks,-67.48
11/10/2017,Electricity,-133.00
10/10/2017,Internet,-47.80
10/10/2017,Food & Drinks,-16.74
03/10/2017,Friends & Family,24.78
03/10/2017,Fitness,-69.90
02/10/2017,Water,-45.09
02/10/2017,Appartment,-40.00
30/09/2017,Medical & Insurances,-159.48
29/09/2017,Appartment,-317.62
29/09/2017,Studies,-80.00
29/09/2017,Food & Drinks,-55.04
29/09/2017,Toys & Electronics,-49.99
29/09/2017,Food & Drinks,-7.10
28/09/2017,Work,1690.68
25/09/2017,Studies,-420.00
23/09/2017,Food & Drinks,-17.98
22/09/2017,Food & Drinks,-166.05
15/09/2017,Food & Drinks,-164.42
11/09/2017,Medical & Insurances,-127.19
11/09/2017,Electricity,-133.00
11/09/2017,Internet,-42.80
10/09/2017,Toys & Electronics,-32.28
10/09/2017,Toys & Electronics,-38.99
08/09/2017,Food & Drinks,-151.11
08/09/2017,Taxes,-447.23
06/09/2017,Fitness,-69.90
06/09/2017,Studies,-200.00
04/09/2017,Friends & Family,24.78
04/09/2017,Food & Drinks,-0.26
02/09/2017,Toys & Electronics,-30.00
01/09/2017,Work,1681.50
01/09/2017,Appartment,-40.00
01/09/2017,Food & Drinks,-197.26
31/08/2017,Appartment,-319.21
31/08/2017,Food & Drinks,-0.26
30/08/2017,Toys & Electronics,-137.99
30/08/2017,Food & Drinks,28.50
30/08/2017,Food & Drinks,-29.67
29/08/2017,Work,31.99
28/08/2017,Toys & Electronics,-112.89
27/08/2017,Toys & Electronics,-38.85
25/08/2017,Food & Drinks,-86.00
25/08/2017,Medical & Insurances,-107.75
25/08/2017,Toys & Electronics,-39.54
24/08/2017,Toys & Electronics,-521.57
23/08/2017,Food & Drinks,-60.59
19/08/2017,Toys & Electronics,-78.45
18/08/2017,Food & Drinks,-205.76
17/08/2017,Food & Drinks,-25.21
14/08/2017,Medical & Insurances,-190.59
12/08/2017,Toys & Electronics,-31.99
10/08/2017,Electricity,-133.00
09/08/2017,Internet,-27.80
04/08/2017,Food & Drinks,-93.06
04/08/2017,Food & Drinks,-2.18
03/08/2017,Food & Drinks,-11.18
02/08/2017,Friends & Family,24.78
02/08/2017,Fitness,-69.90
01/08/2017,Appartment,-40.00
01/08/2017,Garbage & Recycling,-42.50
31/07/2017,Appartment,-320.80
31/07/2017,Toys & Electronics,-45.00
28/07/2017,Food & Drinks,-139.55
27/07/2017,Work,1683.68
27/07/2017,Haircuts,-120.00
25/07/2017,Food & Drinks,10.00
24/07/2017,Toys & Electronics,-120.57
20/07/2017,Food & Drinks,-98.54
18/07/2017,Food & Drinks,-14.39
14/07/2017,Food & Drinks,-273.91
13/07/2017,Medical & Insurances,-122.16
13/07/2017,Food & Drinks,-36.49
13/07/2017,Food & Drinks,-50.73
12/07/2017,Food & Drinks,-2.64
11/07/2017,Electricity,-133.00
11/07/2017,Food & Drinks,-17.46
10/07/2017,Internet,-52.80
07/07/2017,Food & Drinks,-23.94
05/07/2017,Fitness,-69.90
05/07/2017,Food & Drinks,-8.96
04/07/2017,Friends & Family,24.78
03/07/2017,Studies,-75.00
03/07/2017,Appartment,-40.00
03/07/2017,Medical & Insurances,27.00
02/07/2017,Appartment,-18.00
30/06/2017,Appartment,-322.39
30/06/2017,Work,2873.25
30/06/2017,Food & Drinks,-105.71
29/06/2017,Water,-109.99
26/06/2017,Taxes,-35.00
14/06/2017,Medical & Insurances,-122.59
14/06/2017,Food & Drinks,-89.95
12/06/2017,Electricity,-133.00
09/06/2017,Internet,-32.80
03/06/2017,Food & Drinks,-54.00
03/06/2017,Toys & Electronics,-56.49
02/06/2017,Friends & Family,24.78
02/06/2017,Fitness,-69.90
02/06/2017,Food & Drinks,-106.85
01/06/2017,Appartment,-40.00
31/05/2017,Appartment,-323.98
31/05/2017,Work,1675.75
23/05/2017,Food & Drinks,-62.27
22/05/2017,Food & Drinks,-62.44
19/05/2017,Food & Drinks,-55.70
17/05/2017,Food & Drinks,9.50
